NAME	LONGNAME	efo_label	release	valid	invalid	efo_cls	xref_source	xref	simple_xref	quality	toImport	Comments
K11_ABSCANAL	Abscess of anal and rectal regions	rectal abscess	r2	TRUE	FALSE	HP_0005224	Zooma_API_lookup	NA	NA	match		
K11_ACHAL	Achalasia of cardia	achalasia	r3	TRUE	FALSE	HP_0002571	HP TERM NOT IN EFO	NA	NA	NA		
K11_ACUTGASTR	Acute gastritis	gastritis	r2	TRUE	FALSE	EFO_0000217	EFO_OBO	NA	NA	match		
K11_ACUTPANC	Acute pancreatitis	acute pancreatitis	r2	TRUE	FALSE	EFO_1000652	EFO_OBO	NA	NA	match		
K11_ADHE	Intestinal adhesions without obstruction	intestinal disease	r2	TRUE	FALSE	EFO_0009431	manual					
K11_ALCGASTR	Alcoholic gastritis	alcoholic gastritis	r3	TRUE	FALSE	MONDO_0004640	MONDO TERM NOT IN EFO	NA	NA	NA		
K11_ALCOLIV	Alcoholic liver disease	alcoholic liver disease	r2	TRUE	FALSE	EFO_0008573	Zooma_API_lookup	NA	NA	match		
K11_ANOMALI_DENTAL_ARCH_RELATIONS1	Anomalies of dental arch relationship	abnormality of the dentition	r4/5	TRUE	FALSE	HP_0000164	ot_mappings			0.7573582626		
K11_ANOMALI_JAW_C_BASE_RELATIONS	Anomalies of jaw-cranial base relationship	abnormal posterior cranial fossa morphology	r4/5	FALSE	TRUE	HP_0000932	ot_mappings			0.5286888623		Doubt
K11_ANOMALI_JAW_C_BASE_RELATIONS	Anomalies of jaw-cranial base relationship	Abnormal skull morphology	r4/5	TRUE	FALSE	HP_0000929	manual					Doubt - used a broader term
K11_APPENDACUT	Acute appendicitis	appendicitis	r3	TRUE	FALSE	EFO_0007149	EFO_OBO	NA	NA	match		
K11_APPENDIX	Diseases of appendix	disorder of appendix	r2	TRUE	FALSE	EFO_0009542	ICD_10	K3[5-8]	K38	NA		
K11_APPENDOTH	Other appendicitis	appendicitis	r2	TRUE	FALSE	EFO_0007149	ICD_10;OLS_API_EFO_lookup	K3[6-7]	K37	fuzzy		
K11_ASYMMETRY_JAW	Asymmetry of jaw	mandibular prognathia	r4/5	TRUE	FALSE	HP_0000303	ot_mappings			0.7375611632		
K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland	atrophy of thyroid	r4/5	FALSE	TRUE	EFO_1000827	ot_mappings			0.8610595225		
K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland	salivary gland disease	r4/5	TRUE	FALSE	EFO_0008581	manual					
K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland	Atrophy	r4/5	TRUE	FALSE	EFO_1000096	manual					
K11_ATTRITION	Excessive attrition of teeth	dental ankylosis	r4/5	FALSE	TRUE	Orphanet_1077	ot_mappings			0.6006107144		
K11_ATTRITION	Excessive attrition of teeth	Dentral attrition	r4/5	TRUE	FALSE	NCIT_C94544	manual					
K11_BARRET	Barret oesophagus	Barrett's esophagus	r2	TRUE	FALSE	EFO_0000280	manual					
K11_BILIAOTH	Other diseases of biliary tract	biliary tract disease	r2	TRUE	FALSE	EFO_0009534	Zooma_API_lookup	NA	NA	match		
K11_CARIES	Dental caries	dental caries	r4/5	TRUE	FALSE	EFO_0003819	ot_mappings			1		
K11_CD_JUHA	Crohn disease (Juha's strict definition, all UC cases excluded)	Crohn's disease	r3	TRUE	FALSE	EFO_0000384	manual					
K11_CD_NOUC	Crohn disease (strict definition, all UC cases excluded)	crohn's disease	r4/5	TRUE	FALSE	EFO_0000384	ot_mappings			0.6531551835		
K11_CD_STRICT	Crohn disease (Aki's strict definition, require KELA)	Crohn's disease	r3	TRUE	FALSE	EFO_0000384	manual					
K11_CD_STRICT2	Crohn disease (Aki's strict definition, require KELA, min 2 HDR)	Crohn's disease	r3	TRUE	FALSE	EFO_0000384	manual					
K11_CHOLANGI	Cholangitis (sclerosing)	sclerosing cholangitis	r2	TRUE	FALSE	EFO_0004268	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_CHOLANGI_STRICT	Cholangitis (primary sclerosing, PSC), with reimbursement 202	sclerosing cholangitis	r4/5	TRUE	FALSE	EFO_0004268	OLS_API_EFO_lookup;ot_mappings			0.8989503815		
K11_CHOLECYST	Chlocystitis	Cholecystitis	r2	TRUE	FALSE	HP_0001082	manual					
K11_CHOLELITH	Cholelithiasis	cholelithiasis	r2	TRUE	FALSE	EFO_0004799	EFO_OBO	NA	NA	match		
K11_CHRONGASTR	Chronic gastritis	chronic gastritis	r2	TRUE	FALSE	EFO_0000337	EFO_OBO	NA	NA	match		
K11_CHRONHEP	Chronic hepatitis, not elsewhere classified	chronic hepatitis	r3	TRUE	FALSE	EFO_0008496	manual					
K11_CHRONPANC	Chronic pancreatitis	chronic pancreatitis	r2	TRUE	FALSE	EFO_0000342	EFO_OBO	NA	NA	match		
K11_COELIAC	Coeliac disease	celiac disease	r2	TRUE	FALSE	EFO_0001060	OLS_API_EFO_lookup	NA	NA	match		
K11_CONSTIPATION	Constipation	constipation	r4/5	TRUE	FALSE	HP_0002019	ot_mappings			1		
K11_CROHN	Crohn disease	Crohn's disease	r3	TRUE	FALSE	EFO_0000384	Zooma_API_lookup	NA	NA	match		
K11_CROWDI_TEETH	Crowding of teeth	dental crowding	r4/5	TRUE	FALSE	HP_0000678	ot_mappings			0.999		
K11_DEEP_BITE	Deep bite	overbite	r4/5	FALSE	TRUE	HP_0011094	ot_mappings			0.998		
K11_DEEP_BITE	Deep bite	Dental malocclusion	r4/5	TRUE	FALSE	HP_0000689	manual				1	
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	canthal anomaly	r4/5	FALSE	TRUE	Orphanet_98572	ot_mappings			0.5888673443		
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	Abnormality of the face	r4/5	TRUE	FALSE	HP_0000271	manual					
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	Abnormality of the mouth	r4/5	TRUE	FALSE	HP_0000153	manual					
K11_DEPOSITS	Deposits [accretions] on teeth	chondrocalcinosis	r4/5	FALSE	TRUE	HP_0000934	ot_mappings			0.6158335022		
K11_DEPOSITS	Deposits [accretions] on teeth	tooth disease	r4/5	TRUE	FALSE	EFO_1001216	manual					More general term
K11_DIAHER	Diaphragmatic hernia	diaphragmatic hernia	r2	TRUE	FALSE	EFO_0008561	Zooma_API_lookup	NA	NA	match		
K11_DISLIVOTH	Other diseases of liver	liver disease	r2	TRUE	FALSE	EFO_0001421	Zooma_API_lookup	NA	NA	match		
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	esophageal disease	r3	TRUE	FALSE	EFO_0009544	manual					
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	periodontal disease	r4/5	TRUE	FALSE	MONDO_0002635	ot_mappings			0.8096519311		
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	tooth disease	r4/5	TRUE	FALSE	EFO_1001216	manual					Multiple conditions
K11_DISTAL_BITE	Distal bite	rat-bite fever	r4/5	FALSE	TRUE	EFO_1001144	ot_mappings			0.5852119327		
K11_DISTAL_BITE	Distal bite	Dental malocclusion	r4/5	TRUE	FALSE	HP_0000689	manual					
K11_DIVERTIC	Diverticular disease of intestine	diverticular disease	r2	TRUE	FALSE	EFO_0009959	manual					
K11_DULC	Duodenal ulcer	duodenal ulcer	r2	TRUE	FALSE	EFO_0004607	EFO_OBO	NA	NA	match		
K11_EMBED_TEETH	Embedded teeth	dentin dysplasia type i	r4/5	FALSE	TRUE	Orphanet_99789	ot_mappings			0.9162040289		
K11_EMBED_TEETH	Embedded teeth	Eruption failure	r4/5	TRUE	FALSE	HP_0000706	manual					
K11_EMBIMPACT_TEETH	Embedded and impacted teeth	dentin dysplasia type i	r4/5	FALSE	TRUE	Orphanet_99789	ot_mappings			0.8744057407		
K11_EMBIMPACT_TEETH	Embedded and impacted teeth	Eruption failure	r4/5	TRUE	FALSE	HP_0000706	manual					
K11_EMBIMPACT_TEETH	Embedded and impacted teeth	Impacted tooth	r4/5	TRUE	FALSE	HP_0011079	manual					
K11_ENERCOLNONINF	Noninfective enteritis and colitis	enteritis	r2	TRUE	FALSE	MONDO_0043579	manual					
K11_ENERCOLNONINF	Noninfective enteritis and colitis	colitis	r2	TRUE	FALSE	EFO_0003872	manual					
K11_EROSION	Erosion of teeth	fused teeth	r4/5	FALSE	TRUE	HP_0011090	ot_mappings			0.6032068185		
K11_EROSION	Erosion of teeth	tooth disease	r4/5	TRUE	FALSE	EFO_1001216	manual					More general term
K11_ERUPTION	Tooth eruption problems	tooth eruption	r4/5	TRUE	FALSE	GO_0044691	ot_mappings			0.8259942883		
K11_FEMHER	Femoral hernia	femoral hernia	r2	TRUE	FALSE	EFO_1001791	EFO_OBO	NA	NA	match		
K11_FIBROCHIRLIV	Fibrosis and chirrhosis of liver	cirrhosis of liver	r2	TRUE	FALSE	EFO_0001422	ICD_9	571[5-6]	5715	NA		
K11_FISSANAL	Fissure and fistula of anal and rectal regions	rectal disease	r2	TRUE	FALSE	EFO_0009685	manual					
K11_FISSANAL	Fissure and fistula of anal and rectal regions	anal disease	r2	TRUE	FALSE	EFO_0009660	manual					
K11_FISTULA	Colonic or urogenital fistula	tracheoesophageal fistula	r4/5	FALSE	TRUE	HP_0002575	ot_mappings			0.579924119		
K11_FISTULA	Colonic or urogenital fistula	Urogenital fistula	r4/5	TRUE	FALSE	HP_0100589	ot_mappings			0.579924119		
K11_FUNCDYSP	Functional dyspepsia	dyspepsia	r2	TRUE	FALSE	EFO_0008533	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	gallbladder disease	r2	TRUE	FALSE	EFO_0003832	manual					
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	biliary tract disease	r2	TRUE	FALSE	EFO_0009534	manual					
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	pancreas disease	r2	TRUE	FALSE	EFO_0009605	manual					
K11_GALLBLAOTH	Other diseases of gallbladder	gallbladder disease	r2	TRUE	FALSE	EFO_0003832	ICD_9	575[3-9]	5758;5759	NA		
K11_GASTRODUOULC	Gastroduodenal ulcer	duodenal ulcer	r2	TRUE	FALSE	EFO_0004607	ICD_10	K2[5-8]	K26	NA		
K11_GIBLEEDING	GI-bleeding	gastrointestinal hemorrhage	r2	TRUE	FALSE	HP_0002239	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_GIDISEASES	Gastrointestinal diseases	gastrointestinal disease	r3	TRUE	FALSE	EFO_0010282	manual					
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	macroglobulinemia	r4/5	FALSE	TRUE	EFO_0002616	ot_mappings			0.6200607876		
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	gingival disease	r4/5	TRUE	FALSE	EFO_0009670	manual					
K11_GINGIVITIS_ACUTE	Acute gingivitis	gingivitis	r4/5	TRUE	FALSE	MONDO_0002508	ot_mappings			0.998		
K11_GINGIVITIS_CHRONIC	Chronic gingivitis	gingivitis	r4/5	FALSE	TRUE	MONDO_0002508	ot_mappings			0.998		
K11_GINGIVITIS_CHRONIC	Chronic gingivitis	chronic gingivitis	r4/5	TRUE	FALSE	MONDO_0020782	manual				1	
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	gingival disease	r4/5	FALSE	TRUE	EFO_0009670	ot_mappings			0.8563388645		
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	periodontal disease	r4/5	TRUE	FALSE	MONDO_0002635	ot_mappings			0.8563388645		
K11_GJULC	Gastrojejunal ulcer	basal cell carcinoma	r4/5	FALSE	TRUE	EFO_0004193	ot_mappings			0.9673748934		
K11_GJULC	Gastrojejunal ulcer	gastric ulcer	r4/5	TRUE	FALSE	EFO_0009454	manual					
K11_GULC	Gastric ulcer	gastric ulcer	r2	TRUE	FALSE	EFO_0009454	Zooma_API_lookup	NA	NA	match		
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	hemorrhoid	r2	TRUE	FALSE	EFO_0009552	manual					
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	Venous thrombosis	r2	TRUE	FALSE	HP_0004936	manual					
K11_HEPFAIL	Hepatic failure, not elsewhere classified	Hepatic failure	r2	TRUE	FALSE	HP_0001399	manual					
K11_HERING	Inguinal hernia	inguinal hernia	r2	TRUE	FALSE	HP_0000023	Zooma_API_lookup	NA	NA	match		
K11_HERNIA	Hernia	hernia	r2	TRUE	FALSE	HP_0100790	OLS_API_EFO_lookup	NA	NA	match		
K11_HYPO_ONLY	Tooth agenesis EXCLUDE clefts and syndromes	oligodontia - cancer predisposition syndrome	r4/5	FALSE	TRUE	Orphanet_300576	ot_mappings			0.6874063384		
K11_HYPO_ONLY	Tooth agenesis EXCLUDE clefts and syndromes	tooth agenesis	r4/5	TRUE	FALSE	EFO_0005410	manual					
K11_HYPODONTIA	Hypodontia	tooth agenesis	r4/5	TRUE	FALSE	EFO_0005410	ot_mappings			0.999		
K11_IBD	Inflammatory bowel disease	inflammatory bowel disease	r3	TRUE	FALSE	EFO_0003767	EFO_OBO	NA	NA	match		
K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA)	inflammatory bowel disease	r3	TRUE	FALSE	EFO_0003767	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_IBD_STRICT_PSC	IBD (strict) with PSC	multiple intestinal atresia	r4/5	FALSE	TRUE	Orphanet_2300	ot_mappings			0.5838057129		
K11_IBD_STRICT_PSC	IBD (strict) with PSC	inflammatory bowel disease	r4/5	TRUE	FALSE	EFO_0003767	manual					
K11_IBS	Irritable bowel syndrome	irritable bowel syndrome	r2	TRUE	FALSE	EFO_0000555	EFO_OBO	NA	NA	match		
K11_ILEUS	Paralytic ileus and intestinal obstruction	Paralytic ileus	r2	TRUE	FALSE	HP_0002590	manual					
K11_ILEUS	Paralytic ileus and intestinal obstruction	intestinal obstruction	r2	TRUE	FALSE	MONDO_0004565	manual					
K11_IMPACT	Impaction of intestines	intestinal impaction	r4/5	TRUE	FALSE	MONDO_0004571	ot_mappings			1		
K11_IMPACTED_TEETH	Impacted teeth	dentin dysplasia type i	r4/5	FALSE	TRUE	Orphanet_99789	ot_mappings			0.851106294		
K11_IMPACTED_TEETH	Impacted teeth	Impacted tooth	r4/5	TRUE	FALSE	HP_0011079	manual					
K11_INTESTOTH	Other diseases of intestines	intestinal disease	r2	TRUE	FALSE	EFO_0009431	ICD_10	K5[5-9]|K6[0-3]	K63	NA		
K11_INTUSS	Intussusception	intussusception	r3	TRUE	FALSE	HP_0002576	OLS_API_EFO_lookup	NA	NA	match		
K11_JAWS	Other diseases of jaws	jaw disease	r4/5	TRUE	FALSE	EFO_0009468	ot_mappings			1		
K11_KELACROHN	Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)	Crohn's disease	r3	TRUE	FALSE	EFO_0000384	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_KELAIBD	IBD patients in KELA-register	inflammatory bowel disease	r2	TRUE	FALSE	EFO_0003767	manual					
K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)	ulcerative colitis	r3	TRUE	FALSE	EFO_0000729	manual					
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	acromegaloid facial appearance syndrome	r4/5	FALSE	TRUE	Orphanet_965	ot_mappings			0.7970767048		
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	lip disease	r4/5	TRUE	FALSE	MONDO_0004748	manual					
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	mouth mucosa disease	r4/5	TRUE	FALSE	MONDO_0044992	manual					
K11_LIVER	Diseases of liver	liver disease	r2	TRUE	FALSE	EFO_0001421	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_MAJOR_ANOMALI_JAW_SIZE	Major anomalies of jaw size	lens size anomaly	r4/5	FALSE	TRUE	Orphanet_98652	ot_mappings			0.690729644		
K11_MAJOR_ANOMALI_JAW_SIZE	Major anomalies of jaw size	Abnormal jaw morphology	r4/5	TRUE	FALSE	HP_0030791	manual					
K11_MALABSORB	Intestinal malabsorbtion	Malabsorption	r2	TRUE	FALSE	HP_0002024	manual					
K11_MANDIBULAR_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Mandibular molar that has failed to erupt because of obstruction by another tooth	tooth eruption	r4/5	FALSE	TRUE	GO_0044691	ot_mappings			0.6101828372		
K11_MANDIBULAR_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Mandibular molar that has failed to erupt because of obstruction by another tooth	tooth agenesis	r4/5	TRUE	FALSE	EFO_0005410	manual					
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary molar that has failed to erupt because of obstruction by another tooth	tooth eruption	r4/5	FALSE	TRUE	GO_0044691	ot_mappings			0.6106357483		
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary molar that has failed to erupt because of obstruction by another tooth	tooth agenesis	r4/5	TRUE	FALSE	EFO_0005410	manual					
K11_MN_PROGN_AND_SURGRT	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO)	mandibular prognathia	r4/5	TRUE	FALSE	HP_0000303	ot_mappings			0.7475766985		
K11_MN_RERTGN_AND_SURG	Mandibular retrognathia AND surgery (BSSO)	micrognathia	r4/5	TRUE	FALSE	HP_0000347	ot_mappings			0.7317727869		
K11_OESITIS	Oesophagitis	oesophagitis	r2	TRUE	FALSE	HP_0100633	Zooma_API_lookup	NA	NA	match		
K11_OESOBST	Oesophageal obstruction	duodenal obstruction	r2	TRUE	FALSE	EFO_1000908	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	esophageal disease	r2	TRUE	FALSE	EFO_0009544	manual					
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	stomach disease	r2	TRUE	FALSE	EFO_0009608	manual					
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	duodenal disease	r2	TRUE	FALSE	MONDO_0002866	manual					
K11_OESULC	Ulcer of oesophagus	esophageal ulcer	r2	TRUE	FALSE	MONDO_0044782	manual					
K11_OPEN_BITE	Open bite	overbite	r4/5	TRUE	FALSE	HP_0011094	ot_mappings			0.6339572407		
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	mouth disease	r4/5	TRUE	FALSE	EFO_1001047	ot_mappings			0.7536080872		
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	jaw disease	r4/5	TRUE	FALSE	EFO_0009468	manual					
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	salivary gland disease	r4/5	TRUE	FALSE	EFO_0008581	manual					
K11_ORALCYST	Cysts of oral region, not elsewhere classified	mouth	r4/5	FALSE	TRUE	UBERON_0000165	ot_mappings			0.646191447		
K11_ORALCYST	Cysts of oral region, not elsewhere classified	Oral Cavity Cyst	r4/5	TRUE	FALSE	NCIT_C4759	manual					
K11_OTHABDHER	Other and unspecified abdominal hernia	hernia of the abdominal wall	r3	TRUE	FALSE	HP_0004299	ICD_10	K4[5-6]	K46	NA		
K11_OTHANRECT	Other diseases of anus and rectum	anus disease	r2	TRUE	FALSE	EFO_0009660	manual					
K11_OTHANRECT	Other diseases of anus and rectum	rectal disease	r2	TRUE	FALSE	EFO_0009685	Zooma_API_lookup	NA	NA	match		
K11_OTHAPPEND	Other diseases of appendix	disorder of appendix	r4/5	TRUE	FALSE	EFO_0009542	ot_mappings			0.999		
K11_OTHAPPEND	Other diseases of appendix	other diseases of appendix	r4/5	FALSE	TRUE	EFO_0009542	Zooma_API_lookup					
K11_OTHDIG	Other diseases of the digestive system	digestive system disease	r2	TRUE	FALSE	EFO_0000405	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_OTHDISDIG	Other diseases of the digestive system	digestive system disease	r3	TRUE	FALSE	EFO_0000405	manual					
K11_OTHDISOES	Other diseases of oesophagus	esophageal disease	r2	TRUE	FALSE	EFO_0009544	ICD_10;ICD_9	K22[4-9];530[5-9]	K229;5309	NA		
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	stomach disease	r2	TRUE	FALSE	EFO_0009608	manual					
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	duodenal disease	r2	TRUE	FALSE	MONDO_0002866	manual					
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	colitis	r2	TRUE	FALSE	EFO_0003872	manual					
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	gastroenteritis	r2	TRUE	FALSE	EFO_1001463	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_OTHFUNC	Other functional intestinal disroders	intestinal disease	r2	TRUE	FALSE	EFO_0009431	manual					
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	gastritis	r2	TRUE	FALSE	EFO_0000217	ICD_10;OLS_API_EFO_lookup	K29[6-9]	K297	fuzzy		
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	intestinal impaction	r2	TRUE	FALSE	MONDO_0004571	manual					
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	intestinal obstruction	r2	TRUE	FALSE	MONDO_0004565	manual					
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	ileus	r2	TRUE	FALSE	MONDO_0004567	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_OTHINFLIV	Other inflammatory liver diseases	inflammatory disease	r2	TRUE	FALSE	EFO_0009903	manual					
K11_OTHINFLIV	Other inflammatory liver diseases	liver disease	r2	TRUE	FALSE	EFO_0001421	Zooma_API_lookup	NA	NA	match		
K11_OTHINT	Other diseases of intestine	intestinal disease	r2	TRUE	FALSE	EFO_0009431	ICD_9	569[5-9]	5699	NA		
K11_OTHPERITON	Other diseases of peritoneum	disease of peritoneum	r2	TRUE	FALSE	EFO_0009541	manual					
K11_PANCOTH	Other diseases of pancreas	pancreas disease	r2	TRUE	FALSE	EFO_0009605	ICD_10;ICD_9	K86[2-9];577[2-9]	K868;5778;5779	NA		
K11_PARALIL	Paralytic ileus	paralytic ileus	r2	TRUE	FALSE	HP_0002590	OLS_API_HP_exact_lookup	NA	NA	match		
K11_PERIODON_ACUTE	Acute periodontitis	chronic periodontitis	r4/5	FALSE	TRUE	EFO_0006343	ot_mappings			0.7867044877		
K11_PERIODON_ACUTE	Acute periodontitis	periodontitis	r4/5	TRUE	FALSE	EFO_0000649	manual					
K11_PERIODON_CHRON	Chronic periodontitis	chronic periodontitis	r4/5	TRUE	FALSE	EFO_0006343	ot_mappings			1		
K11_PERITON	Diseases of peritoneum	disease of peritoneum	r2	TRUE	FALSE	EFO_0009541	ICD_10	K6[5-7]	K66	NA		
K11_PERITONITIS	Acute peritonitis	peritonitis	r2	TRUE	FALSE	EFO_0008588	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	digestive system disease	r3	TRUE	FALSE	EFO_0000405	manual					
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	complication	r3	TRUE	FALSE	EFO_0009518	manual					
K11_PSC_COLITIS	Colitis, primary sclerosing	motor neuron disease	r4/5	FALSE	TRUE	EFO_0003782	ot_mappings			0.7118790205		
K11_PSC_COLITIS	Colitis, primary sclerosing	sclerosing cholangitis	r4/5	TRUE	FALSE	EFO_0004268	OLS_API_EFO_lookup					
K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition	irritable bowel syndrome	r4/5	FALSE	TRUE	EFO_0000555	ot_mappings			0.5637389004		
K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition	sclerosing cholangitis	r4/5	TRUE	FALSE	EFO_0004268	OLS_API_EFO_lookup					
K11_PULC	Peptic ulcer	peptic ulcer	r4/5	TRUE	FALSE	HP_0004398	ot_mappings			1		
K11_PULC	Peptic ulcer	peptic ulcer disease	r4/5	TRUE	FALSE	MONDO_0004247	EFO_OBO					
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	periapical tissue disease	r4/5	TRUE	FALSE	EFO_0010688	ot_mappings			0.8955984927		Multiple mappings
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	dental pulp disease	r4/5	TRUE	FALSE	EFO_0009540	manual					
K11_REFLUX	Gastro-oesophageal reflux disease	gastroesophageal reflux disease	r2	TRUE	FALSE	EFO_0003948	Zooma_API_lookup	NA	NA	match		
K11_REIMB_202	KELA_REIMBURSEMENT_202		r4/5	FALSE	TRUE							Reimburshment of medical insurance. No mapping found
K11_RETROG_MAXILLAE	Maxillary retrognathism	Retrognathia	r4/5	TRUE	FALSE	HP_0000278	manual					
K11_RETROG_MAXILLAE	Maxillary retrognathism	PARC syndrome	r4/5	FALSE	TRUE	Orphanet_2825	ot_mappings			0.6103561575		
K11_SALIVARY	Diseases of salivary glands	salivary gland disease	r4/5	TRUE	FALSE	EFO_0008581	ot_mappings			1		
K11_STOMATITIS	Stomatitis and related lesions	aphthous ulcer	r4/5	FALSE	TRUE	EFO_0003938	ot_mappings			0.5887377384		
K11_STOMATITIS	Stomatitis and related lesions	stomatitis	r4/5	TRUE	FALSE	EFO_0009688	manual					
K11_STRICTURE	Intestinal stricture	stricture	r4/5	TRUE	FALSE	EFO_0006818	ot_mappings			0.7066673385		More general term
K11_TEETH_HARD	Other diseases of hard tissues of teeth	tooth hard tissue disease	r4/5	TRUE	FALSE	MONDO_0002220	ot_mappings			0.996		
K11_TONGUE	Diseases of tongue	tongue disease	r4/5	TRUE	FALSE	MONDO_0001165	ot_mappings			1		
K11_TOOTH_DEV	Disorders of tooth development and eruption	tooth-supporting structures disease	r4/5	FALSE	TRUE	EFO_0010693	ot_mappings			0.7260836147		
K11_TOOTH_DEV	Disorders of tooth development and eruption	Tooth Development Disorder, CTCAE	r4/5	TRUE	FALSE	NCIT_C143876	manual					Ask EFO to import term
K11_TOXLIV	Toxic liver disease	drug-induced liver injury	r3	TRUE	FALSE	EFO_0004228	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_UC_JUHA	Ulcerative colitis (Juha's strict definition, all Crohn cases excluded)	ulcerative colitis	r3	TRUE	FALSE	EFO_0000729	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_UC_NOCD	Ulcerative colitis (strict definition, all Crohn cases excluded)	ulcerative colitis	r4/5	TRUE	FALSE	EFO_0000729	ot_mappings			0.6690428681		
K11_UC_STRICT	Ulcerative colitis (Aki's strict definition, require KELA)	ulcerative colitis	r3	TRUE	FALSE	EFO_0000729	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_UC_STRICT_PSC	Ulcerative colitis (strict) with PSC	ulcerative colitis	r4/5	TRUE	FALSE	EFO_0000729	ot_mappings			0.8046666294		
K11_UC_STRICT2	Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR)	ulcerative colitis	r3	TRUE	FALSE	EFO_0000729	OLS_API_EFO_lookup	NA	NA	fuzzy		
K11_ULCER	Ulcerative colitis	ulcerative colitis	r3	TRUE	FALSE	EFO_0000729	EFO_OBO	NA	NA	match		
K11_UMBHER	Umbilical hernia	umbilical hernia	r2	TRUE	FALSE	HP_0001537	Zooma_API_lookup	NA	NA	match		
K11_VASCINT	Vascular disorders of the intestines	intestinal disease	r2	TRUE	FALSE	EFO_0009431	manual					
K11_VASCINT	Vascular disorders of the intestines	vascular disease	r2	TRUE	FALSE	EFO_0004264	manual					
K11_VENTHER	Ventral hernia	ventral hernia	r2	TRUE	FALSE	EFO_1001866	EFO_OBO	NA	NA	match		
